AQI Bucket,City,Date,AQI,Benzene,CO,N Ox,NH3,NO,NO2,O3,Pm10,Pm2.5,SO2,Toluene,Xylene
Moderate,Ahmedabad,16-08-2015,174,0.79,7.35,27.58,,7.35,20.24,26.64,,39.17,9.17,0.76,0.14
Moderate,Ahmedabad,17-08-2015,179,1.21,7.41,27.51,,7.41,20.1,17.17,,34,9.64,1.8,0.15
Moderate,Ahmedabad,18-08-2015,177,2,7.31,27.45,,7.31,20.14,13.35,,36.38,10.65,4.33,0.35
Moderate,Ahmedabad,19-08-2015,180,1.63,7.41,27.57,,7.41,20.16,18.59,,38.35,9.33,3.74,0.35
Poor,Ahmedabad,20-08-2015,274,1.56,12.38,30.02,,12.38,19.67,16.33,,38.5,10.37,2.97,0.42
Very Poor,Ahmedabad,21-08-2015,310,1.67,17.31,32.15,,17.31,14.84,5.38,,39.61,10.76,3.17,0.24
Very Poor,Ahmedabad,22-08-2015,303,0.91,17.24,32.06,,17.24,14.82,8.06,,61.79,12.39,1.81,0.2
Very Poor,Ahmedabad,23-08-2015,302,1.29,17.17,31.99,,17.17,14.82,37.87,,43.22,11.68,3.06,0.14
Very Poor,Ahmedabad,24-08-2015,302,1.08,17.12,31.98,,17.12,14.86,86.83,,33.41,12.96,2.1,0.05
Very Poor,Ahmedabad,25-08-2015,302,0.91,17.08,31.93,,17.08,14.85,54.01,,36.9,4.73,1.25,0.16
Very Poor,Ahmedabad,26-08-2015,302,0,17.11,31.9,,17.11,14.79,77.3,,36.36,8.86,0,0.06
Very Poor,Ahmedabad,27-08-2015,302,0,17.01,31.85,,17.01,14.84,62.31,,32.64,7.05,0,0.01
Very Poor,Ahmedabad,28-08-2015,302,0,17.07,31.96,,17.07,14.89,55.94,,38.23,10.9,0,0.01
Very Poor,Ahmedabad,29-08-2015,301,0,16.98,31.81,,16.98,14.83,96.83,,39.86,10.02,0.01,0.02
Very Poor,Ahmedabad,30-08-2015,302,0,17.04,31.88,,17.04,14.84,99.03,,72.74,4.23,0,0
Very Poor,Ahmedabad,31-08-2015,302,0,17.05,31.91,,17.05,14.86,59.99,,43.2,5.96,0,0.11
Very Poor,Ahmedabad,01-09-2015,302,0,17.03,31.85,,17.03,14.82,7.57,,63.2,3.69,0,0
Very Poor,Ahmedabad,02-09-2015,302,0,17.01,31.83,,17.01,14.82,12.13,,64.73,6.45,0,0
Very Poor,Ahmedabad,03-09-2015,301,0,17.04,31.89,,17.04,14.85,18.2,,65.28,6.13,0,0
Very Poor,Ahmedabad,04-09-2015,302,0,16.97,31.84,,16.97,14.87,16.53,,67.86,8.87,0,0
Very Poor,Ahmedabad,05-09-2015,301,0,16.97,31.78,,16.97,14.81,22.55,,52.4,9.89,0,0
Very Poor,Ahmedabad,06-09-2015,302,0,16.95,31.84,,16.95,14.89,33.58,,33.33,6.88,0,0
Very Poor,Ahmedabad,07-09-2015,301,0,16.94,31.82,,16.94,14.88,40.65,,29.52,8.56,0,0.02
Very Poor,Ahmedabad,08-09-2015,301,0,17,31.85,,17,14.85,34.18,,15.53,15.13,0,0
,Ahmedabad,09-09-2015,,0,16.31,67.22,,16.31,50.9,15.39,,57.51,8.73,10.52,4.88
Poor,Ahmedabad,10-09-2015,226,0,9.46,21.77,,9.46,12.31,13.61,,50.24,11.63,3.42,0.29
Poor,Ahmedabad,11-09-2015,276,0,8.68,24.1,,8.68,15.43,18.69,,61.77,8.1,4.83,0.38
Poor,Ahmedabad,12-09-2015,209,0,7.14,18.61,,7.14,11.47,19.03,,46.93,7.92,3.08,0.12
Moderate,Ahmedabad,13-09-2015,179,0,6.82,16.78,,6.82,9.96,20.59,,43.01,11.58,2.5,0.13
Moderate,Ahmedabad,14-09-2015,197,0,8.43,19.78,,8.43,11.35,28.09,,42.06,11.63,3.19,0.2
Poor,Ahmedabad,15-09-2015,229,0,7.14,18.07,,7.14,10.94,59.38,,44.94,5.85,2.21,0.24
Moderate,Ahmedabad,16-09-2015,170,0,6.61,16.55,,6.61,9.94,42.9,,29.58,8.82,1.87,0.13
Moderate,Ahmedabad,17-09-2015,164,0,6.5,16.2,,6.5,9.7,39.02,,32.15,9.2,2.73,0.19
Moderate,Ahmedabad,18-09-2015,195,0,7.68,20.56,,7.68,12.88,43.35,,36.33,8.28,4.29,0.36
Poor,Ahmedabad,19-09-2015,220,0,8.45,19.44,,8.45,10.99,44.55,,24.46,12.59,2.52,0.17
,Ahmedabad,20-09-2015,,,,,,,,,,,,,
,Ahmedabad,21-09-2015,,0,9.95,22.19,,9.95,12.25,12.46,,27.08,9.51,4.77,0.32
Poor,Ahmedabad,22-09-2015,217,0,9.21,18.89,,9.21,9.68,7.69,,59.29,5.98,3.24,0.19
Poor,Ahmedabad,23-09-2015,254,0,10.61,20.23,,10.61,9.62,4.74,,65.32,3.69,3.63,0.24
Poor,Ahmedabad,24-09-2015,241,0,9.26,19.74,,9.26,10.48,7.71,,47.39,7.72,3.41,0.21
Poor,Ahmedabad,25-09-2015,244,0,8.69,28.44,,8.69,19.75,11.53,,43.88,4.83,3.24,0.16
Poor,Ahmedabad,26-09-2015,243,0,9.05,22.68,,9.05,13.62,15.95,,28.35,7.47,3.26,0.21
Poor,Ahmedabad,27-09-2015,244,0,11.26,25.44,,11.26,14.17,20.38,,3.59,9.6,4.02,0.46
Very Poor,Ahmedabad,28-09-2015,327,0.02,16.31,37.81,,16.31,21.5,30.05,,3.04,13.73,9.33,0.81
Very Poor,Ahmedabad,29-09-2015,390,0,10.33,40.93,,10.33,30.6,29.36,,19.14,10.96,8.36,1
Poor,Ahmedabad,30-09-2015,231,0,8.85,41.26,,8.85,32.41,28.45,,69.12,15.63,7.16,0.73
Very Poor,Ahmedabad,01-10-2015,396,0,17.96,52.67,,17.96,34.7,31.49,,76.41,15.44,7.51,1.15
Severe,Ahmedabad,02-10-2015,731,19.81,33.31,71.17,,33.31,37.85,24.85,,102.49,27.32,51.29,15.05
Severe,Ahmedabad,03-10-2015,466,8.14,11.14,39.52,,11.14,28.38,15.17,,127.94,25.59,29.23,3.24
Poor,Ahmedabad,04-10-2015,230,5.59,7.83,29.34,,7.83,21.51,23.17,,87.18,6.98,17.26,2.28
Very Poor,Ahmedabad,05-10-2015,309,8.58,20.16,50.39,,20.16,30.23,20.91,,99.73,32.74,27.22,4.15
Severe,Ahmedabad,06-10-2015,519,8.34,15.83,47.93,,15.83,32.1,23.12,,84.15,19.37,23.83,4
Very Poor,Ahmedabad,07-10-2015,397,6.26,18.21,50.71,,18.21,32.5,29.97,,92.12,31.75,26.4,4.3
Severe,Ahmedabad,08-10-2015,517,10.85,27.14,64.11,,27.14,36.97,23.51,,94.02,24.88,41.2,6.14
Severe,Ahmedabad,09-10-2015,653,9.13,15.9,50.77,,15.9,34.86,31.96,,150.27,26.35,37.83,5.06
Very Poor,Ahmedabad,10-10-2015,355,6.23,5.42,34.64,,5.42,29.22,24.89,,118.91,79.47,12.93,1.74
Poor,Ahmedabad,11-10-2015,227,0.69,5.19,28.63,,5.19,23.45,6.25,,91.41,25.44,1.25,0.05
Very Poor,Ahmedabad,12-10-2015,316,3.24,10.38,44.01,,10.38,33.63,27.34,,95.9,30.06,11.06,1.76
Severe,Ahmedabad,13-10-2015,536,12.76,20.2,53.18,,20.2,32.98,17.41,,137.87,21.89,39.39,12.08
Very Poor,Ahmedabad,14-10-2015,370,7.32,18.12,43.85,,18.12,25.73,26.02,,90.71,17.89,43.71,6.04
Severe,Ahmedabad,15-10-2015,551,12.47,17.03,49.9,,17.03,32.87,19.56,,108.68,22.59,51.84,7.46
Very Poor,Ahmedabad,16-10-2015,393,8.22,17.72,48.92,,17.72,31.2,30.19,,98.79,26.09,41.58,5.48
Severe,Ahmedabad,17-10-2015,671,20.08,20.61,55.33,,20.61,34.71,95.94,,145.75,24.66,51.51,7.31
Severe,Ahmedabad,18-10-2015,969,31.75,52.33,91.75,,52.33,39.42,112.01,,179.43,39.15,102.65,14.97
Severe,Ahmedabad,19-10-2015,471,10.76,15.49,48.6,,15.49,35.22,53.98,,170.52,34.03,31.62,4.83
Severe,Ahmedabad,20-10-2015,529,0,23.03,59.66,,23.03,36.63,5.36,,203.4,94.3,0,0
,Ahmedabad,21-10-2015,,13.33,12.92,43.57,,12.92,30.65,72.86,,92.71,42.08,17.97,5.17
Poor,Ahmedabad,22-10-2015,213,6.24,4.79,28.61,,4.79,23.83,24.76,,64.66,34.4,12.04,2.24
Poor,Ahmedabad,23-10-2015,297,4.72,10.58,39.51,,10.58,28.93,35.56,,78.14,44.91,8.87,2.28
Severe,Ahmedabad,24-10-2015,605,7.62,32.27,66.43,,32.27,34.16,23.95,,100.17,27.73,12.85,5.15
Severe,Ahmedabad,25-10-2015,691,5.8,34.64,73.74,,34.64,39.1,26.43,,147.35,46.09,5.08,10.16
Severe,Ahmedabad,26-10-2015,971,1.69,145.32,201,,145.32,55.67,38,,206.89,20.47,3.45,36
,Ahmedabad,27-10-2015,,26,38.09,78.39,,38.09,40.31,30.19,,114.84,22.94,72.61,10.84
Poor,Ahmedabad,28-10-2015,270,6.48,5.42,31.18,,5.42,25.75,43.04,,89.64,44.92,17.42,2.14
Moderate,Ahmedabad,29-10-2015,188,3.96,1.89,23.04,,1.89,21.15,66.58,,51.72,37.31,11.1,0.75
Moderate,Ahmedabad,30-10-2015,114,3.47,2.31,20.64,,2.31,18.33,42.43,,54.59,19.08,10.25,1.12
Moderate,Ahmedabad,31-10-2015,143,1.9,1.22,13.32,,1.22,12.1,61.56,,46.5,13.73,4.5,0.22
,Ahmedabad,01-11-2015,,,,,,,,,,,,,
,Ahmedabad,02-11-2015,,73.38,75.42,119.62,,75.42,44.2,60.66,,122.54,13.78,105.07,17.55
Severe,Ahmedabad,03-11-2015,557,25.83,33.06,69.93,,33.06,36.87,131.12,,147.18,21.24,60.82,9.26
,Ahmedabad,04-11-2015,,41.22,57.37,99.57,,57.37,42.21,,,214.67,22.18,93.71,13.41
Severe,Ahmedabad,05-11-2015,536,28.86,28.41,60.37,,28.41,35.31,,,207.13,50.33,55.93,8.74
Very Poor,Ahmedabad,06-11-2015,354,17.39,39.61,89.72,,39.61,50.11,27.9,,191.01,40.78,60.02,11.13
Very Poor,Ahmedabad,07-11-2015,381,22.88,9.39,38.43,,9.39,29.04,33.21,,192.35,29.18,52.49,10.86
Very Poor,Ahmedabad,08-11-2015,355,9.55,6.74,38.64,,6.74,31.91,47.33,,127.64,26.94,20.72,4.32
,Ahmedabad,09-11-2015,,,,,,,,,,,,,
,Ahmedabad,10-11-2015,,,,,,,,,,,,,
,Ahmedabad,11-11-2015,,,,,,,,,,,,,
,Ahmedabad,12-11-2015,,,,,,,,,,,,,
,Ahmedabad,13-11-2015,,,,,,,,,,,,,
,Ahmedabad,14-11-2015,,,,,,,,,,,,,
,Ahmedabad,15-11-2015,,,,,,,,,,,,,
,Ahmedabad,16-11-2015,,,,,,,,,,,,,
,Ahmedabad,17-11-2015,,,,,,,,,,,,,
,Ahmedabad,18-11-2015,,,,,,,,,,,,,
,Ahmedabad,19-11-2015,,,,,,,,,,,,,
,Ahmedabad,20-11-2015,,,,,,,,,,,,,
,Ahmedabad,21-11-2015,,,,,,,,,,,,,
,Ahmedabad,22-11-2015,,,,,,,,,,,,,
,Ahmedabad,23-11-2015,,,,,,,,,,,,,
,Ahmedabad,24-11-2015,,,,,,,,,,,,,
,Ahmedabad,25-11-2015,,,,,,,,,,,,,
,Ahmedabad,26-11-2015,,,,,,,,,,,,,
,Ahmedabad,27-11-2015,,,,,,,,,,,,,
,Ahmedabad,28-11-2015,,,,,,,,,,,,,
,Ahmedabad,29-11-2015,,,,,,,,,,,,,
,Ahmedabad,30-11-2015,,,,,,,,,,,,,
,Ahmedabad,01-12-2015,,,,,,,,,,,,,
,Ahmedabad,02-12-2015,,,,,,,,,,,,,
,Ahmedabad,03-12-2015,,,,,,,,,,,,,
,Ahmedabad,04-12-2015,,,,,,,,,,,,,
,Ahmedabad,05-12-2015,,,,,,,,,,,,,
,Ahmedabad,06-12-2015,,,,,,,,,,,,,
,Ahmedabad,07-12-2015,,,,,,,,,,,,,
,Ahmedabad,08-12-2015,,,,,,,,,,,,,
,Ahmedabad,09-12-2015,,,,,,,,,,,,,
,Ahmedabad,10-12-2015,,,,,,,,,,,,,
,Ahmedabad,11-12-2015,,,,,,,,,,,,,
,Ahmedabad,12-12-2015,,,,,,,,,,,,,
,Ahmedabad,13-12-2015,,,,,,,,,,,,,
,Ahmedabad,14-12-2015,,,,,,,,,,,,,
,Ahmedabad,15-12-2015,,,,,,,,,,,,,
,Ahmedabad,16-12-2015,,,,,,,,,,,,,
,Ahmedabad,17-12-2015,,,,,,,,,,,,,
,Ahmedabad,18-12-2015,,,,,,,,,,,,,
,Ahmedabad,19-12-2015,,,,,,,,,,,,,
,Ahmedabad,20-12-2015,,,,,,,,,,,,,
,Ahmedabad,21-12-2015,,,,,,,,,,,,,
,Ahmedabad,22-12-2015,,,,,,,,,,,,,
,Ahmedabad,23-12-2015,,,,,,,,,,,,,
,Ahmedabad,24-12-2015,,,,,,,,,,,,,
,Ahmedabad,25-12-2015,,,,,,,,,,,,,
,Ahmedabad,26-12-2015,,,,,,,,,,,,,
,Ahmedabad,27-12-2015,,,,,,,,,,,,,
,Ahmedabad,28-12-2015,,,,,,,,,,,,,
,Ahmedabad,29-12-2015,,,,,,,,,,,,,
,Ahmedabad,30-12-2015,,,,,,,,,,,,,
,Ahmedabad,31-12-2015,,,,,,,,,,,,,
,Ahmedabad,01-01-2016,,,,,,,,,,,,,
,Ahmedabad,02-01-2016,,,,,,,,,,,,,
,Ahmedabad,03-01-2016,,,,,,,,,,,,,
,Ahmedabad,04-01-2016,,,,,,,,,,,,,
,Ahmedabad,05-01-2016,,,,,,,,,,,,,
,Ahmedabad,06-01-2016,,,,,,,,,,,,,
,Ahmedabad,07-01-2016,,,,,,,,,,,,,
,Ahmedabad,08-01-2016,,,,,,,,,,,,,
,Ahmedabad,09-01-2016,,,,,,,,,,,,,
,Ahmedabad,10-01-2016,,,,,,,,,,,,,
,Ahmedabad,11-01-2016,,,,,,,,,,,,,
,Ahmedabad,12-01-2016,,,,,,,,,,,,,
,Ahmedabad,13-01-2016,,,,,,,,,,,,,
,Ahmedabad,14-01-2016,,,,,,,,,,,,,
,Ahmedabad,15-01-2016,,,,,,,,,,,,,
,Ahmedabad,16-01-2016,,,,,,,,,,,,,
,Ahmedabad,17-01-2016,,,,,,,,,,,,,
,Ahmedabad,18-01-2016,,,,,,,,,,,,,
,Ahmedabad,19-01-2016,,,,,,,,,,,,,
,Ahmedabad,20-01-2016,,,,,,,,,,,,,
,Ahmedabad,21-01-2016,,,,,,,,,,,,,
,Ahmedabad,22-01-2016,,,,,,,,,,,,,
,Ahmedabad,23-01-2016,,,,,,,,,,,,,
,Ahmedabad,24-01-2016,,,,,,,,,,,,,
,Ahmedabad,25-01-2016,,,,,,,,,,,,,
,Ahmedabad,26-01-2016,,,,,,,,,,,,,
,Ahmedabad,27-01-2016,,,,,,,,,,,,,
,Ahmedabad,28-01-2016,,,,,,,,,,,,,
,Ahmedabad,29-01-2016,,,,,,,,,,,,,
,Ahmedabad,30-01-2016,,,,,,,,,,,,,
,Ahmedabad,31-01-2016,,,,,,,,,,,,,
,Ahmedabad,01-02-2016,,,,,,,,,,,,,
,Ahmedabad,02-02-2016,,,,,,,,,,,,,
,Ahmedabad,03-02-2016,,,,,,,,,,,,,
,Ahmedabad,04-02-2016,,,,,,,,,,,,,
,Ahmedabad,05-02-2016,,,,,,,,,,,,,
,Ahmedabad,06-02-2016,,,,,,,,,,,,,
,Ahmedabad,07-02-2016,,,,,,,,,,,,,
,Ahmedabad,08-02-2016,,,,,,,,,,,,,
,Ahmedabad,09-02-2016,,,,,,,,,,,,,
,Ahmedabad,10-02-2016,,,,,,,,,,,,,
,Ahmedabad,11-02-2016,,,,,,,,,,,,,
,Ahmedabad,12-02-2016,,,,,,,,,,,,,
,Ahmedabad,13-02-2016,,,,,,,,,,,,,
,Ahmedabad,14-02-2016,,,,,,,,,,,,,
,Ahmedabad,15-02-2016,,,,,,,,,,,,,
,Ahmedabad,16-02-2016,,,,,,,,,,,,,
,Ahmedabad,17-02-2016,,,,,,,,,,,,,
,Ahmedabad,18-02-2016,,,,,,,,,,,,,
,Ahmedabad,19-02-2016,,,,,,,,,,,,,
,Ahmedabad,20-02-2016,,,,,,,,,,,,,
,Ahmedabad,21-02-2016,,,,,,,,,,,,,
,Ahmedabad,22-02-2016,,,,,,,,,,,,,
,Ahmedabad,23-02-2016,,,,,,,,,,,,,
,Ahmedabad,24-02-2016,,,,,,,,,,,,,
,Ahmedabad,25-02-2016,,,,,,,,,,,,,
,Ahmedabad,26-02-2016,,,,,,,,,,,,,
,Ahmedabad,27-02-2016,,,,,,,,,,,,,
,Ahmedabad,28-02-2016,,,,,,,,,,,,,
,Ahmedabad,29-02-2016,,,,,,,,,,,,,
,Ahmedabad,01-03-2016,,,,,,,,,,,,,
,Ahmedabad,02-03-2016,,,,,,,,,,,,,
,Ahmedabad,03-03-2016,,,,,,,,,,,,,
,Ahmedabad,04-03-2016,,,,,,,,,,,,,
,Ahmedabad,05-03-2016,,,,,,,,,,,,,
,Ahmedabad,06-03-2016,,,,,,,,,,,,,
,Ahmedabad,07-03-2016,,,,,,,,,,,,,
,Ahmedabad,08-03-2016,,,,,,,,,,,,,
,Ahmedabad,09-03-2016,,,,,,,,,,,,,
,Ahmedabad,10-03-2016,,,,,,,,,,,,,
,Ahmedabad,11-03-2016,,,,,,,,,,,,,
,Ahmedabad,12-03-2016,,,,,,,,,,,,,
,Ahmedabad,13-03-2016,,,,,,,,,,,,,
,Ahmedabad,14-03-2016,,,,,,,,,,,,,
,Ahmedabad,15-03-2016,,,,,,,,,,,,,
,Ahmedabad,16-03-2016,,,,,,,,,,,,,
,Ahmedabad,17-03-2016,,,,,,,,,,,,,
,Ahmedabad,18-03-2016,,,,,,,,,,,,,
,Ahmedabad,19-03-2016,,,,,,,,,,,,,
,Ahmedabad,20-03-2016,,,,,,,,,,,,,
,Ahmedabad,21-03-2016,,,,,,,,,,,,,
,Ahmedabad,22-03-2016,,,,,,,,,,,,,
,Ahmedabad,23-03-2016,,,,,,,,,,,,,
,Ahmedabad,24-03-2016,,,,,,,,,,,,,
,Ahmedabad,25-03-2016,,,,,,,,,,,,,
,Ahmedabad,26-03-2016,,,,,,,,,,,,,
,Ahmedabad,27-03-2016,,,,,,,,,,,,,
,Ahmedabad,28-03-2016,,,,,,,,,,,,,
,Ahmedabad,29-03-2016,,,,,,,,,,,,,
,Ahmedabad,30-03-2016,,,,,,,,,,,,,
,Ahmedabad,31-03-2016,,,,,,,,,,,,,
,Ahmedabad,01-04-2016,,,,,,,,,,,,,
,Ahmedabad,02-04-2016,,,,,,,,,,,,,
,Ahmedabad,03-04-2016,,,,,,,,,,,,,
,Ahmedabad,04-04-2016,,,,,,,,,,,,,
,Ahmedabad,05-04-2016,,,,,,,,,,,,,
,Ahmedabad,06-04-2016,,,,,,,,,,,,,
,Ahmedabad,07-04-2016,,,,,,,,,,,,,
,Ahmedabad,08-04-2016,,,,,,,,,,,,,
,Ahmedabad,09-04-2016,,,,,,,,,,,,,
,Ahmedabad,10-04-2016,,,,,,,,,,,,,
,Ahmedabad,11-04-2016,,,,,,,,,,,,,
,Ahmedabad,12-04-2016,,,,,,,,,,,,,
,Ahmedabad,13-04-2016,,,,,,,,,,,,,
,Ahmedabad,14-04-2016,,,,,,,,,,,,,
,Ahmedabad,15-04-2016,,,,,,,,,,,,,
,Ahmedabad,16-04-2016,,,,,,,,,,,,,
,Ahmedabad,17-04-2016,,,,,,,,,,,,,
,Ahmedabad,18-04-2016,,,,,,,,,,,,,
,Ahmedabad,19-04-2016,,,,,,,,,,,,,
,Ahmedabad,20-04-2016,,,,,,,,,,,,,
,Ahmedabad,21-04-2016,,,,,,,,,,,,,
,Ahmedabad,22-04-2016,,,,,,,,,,,,,
,Ahmedabad,23-04-2016,,,,,,,,,,,,,
,Ahmedabad,24-04-2016,,,,,,,,,,,,,
,Ahmedabad,25-04-2016,,,,,,,,,,,,,
,Ahmedabad,26-04-2016,,,,,,,,,,,,,
,Ahmedabad,27-04-2016,,,,,,,,,,,,,
,Ahmedabad,28-04-2016,,,,,,,,,,,,,
,Ahmedabad,29-04-2016,,,,,,,,,,,,,
,Ahmedabad,30-04-2016,,,,,,,,,,,,,
,Ahmedabad,01-05-2016,,,,,,,,,,,,,
,Ahmedabad,02-05-2016,,,,,,,,,,,,,
,Ahmedabad,03-05-2016,,,,,,,,,,,,,
,Ahmedabad,04-05-2016,,,,,,,,,,,,,
,Ahmedabad,05-05-2016,,,,,,,,,,,,,
,Ahmedabad,06-05-2016,,,,,,,,,,,,,
,Ahmedabad,07-05-2016,,,,,,,,,,,,,
,Ahmedabad,08-05-2016,,,,,,,,,,,,,
,Ahmedabad,09-05-2016,,,,,,,,,,,,,
,Ahmedabad,10-05-2016,,,,,,,,,,,,,
,Ahmedabad,11-05-2016,,,,,,,,,,,,,
,Ahmedabad,12-05-2016,,,,,,,,,,,,,
,Ahmedabad,13-05-2016,,,,,,,,,,,,,
,Ahmedabad,14-05-2016,,,,,,,,,,,,,
,Ahmedabad,15-05-2016,,,,,,,,,,,,,
,Ahmedabad,16-05-2016,,,,,,,,,,,,,
,Ahmedabad,17-05-2016,,,,,,,,,,,,,
,Ahmedabad,18-05-2016,,,,,,,,,,,,,
,Ahmedabad,19-05-2016,,,,,,,,,,,,,
,Ahmedabad,20-05-2016,,,,,,,,,,,,,
,Ahmedabad,21-05-2016,,,,,,,,,,,,,
,Ahmedabad,22-05-2016,,,,,,,,,,,,,
,Ahmedabad,23-05-2016,,,,,,,,,,,,,
,Ahmedabad,24-05-2016,,,,,,,,,,,,,
,Ahmedabad,25-05-2016,,,,,,,,,,,,,
,Ahmedabad,26-05-2016,,,,,,,,,,,,,
,Ahmedabad,27-05-2016,,,,,,,,,,,,,
,Ahmedabad,28-05-2016,,,,,,,,,,,,,
,Ahmedabad,29-05-2016,,,,,,,,,,,,,
,Ahmedabad,30-05-2016,,,,,,,,,,,,,
,Ahmedabad,31-05-2016,,,,,,,,,,,,,
,Ahmedabad,01-06-2016,,,,,,,,,,,,,
,Ahmedabad,02-06-2016,,,,,,,,,,,,,
,Ahmedabad,03-06-2016,,,,,,,,,,,,,
,Ahmedabad,04-06-2016,,,,,,,,,,,,,
,Ahmedabad,05-06-2016,,,,,,,,,,,,,
,Ahmedabad,06-06-2016,,,,,,,,,,,,,
,Ahmedabad,07-06-2016,,,,,,,,,,,,,
,Ahmedabad,08-06-2016,,,,,,,,,,,,,
,Ahmedabad,09-06-2016,,,,,,,,,,,,,
,Ahmedabad,10-06-2016,,,,,,,,,,,,,
,Ahmedabad,11-06-2016,,,,,,,,,,,,,
,Ahmedabad,12-06-2016,,,,,,,,,,,,,
,Ahmedabad,13-06-2016,,,,,,,,,,,,,
,Ahmedabad,14-06-2016,,,,,,,,,,,,,
,Ahmedabad,15-06-2016,,,,,,,,,,,,,
,Ahmedabad,16-06-2016,,,,,,,,,,,,,
,Ahmedabad,17-06-2016,,,,,,,,,,,,,
,Ahmedabad,18-06-2016,,,,,,,,,,,,,
,Ahmedabad,19-06-2016,,,,,,,,,,,,,
,Ahmedabad,20-06-2016,,,,,,,,,,,,,
,Ahmedabad,21-06-2016,,,,,,,,,,,,,
,Ahmedabad,22-06-2016,,,,,,,,,,,,,
,Ahmedabad,23-06-2016,,,,,,,,,,,,,
,Ahmedabad,24-06-2016,,,,,,,,,,,,,
,Ahmedabad,25-06-2016,,,,,,,,,,,,,
,Ahmedabad,26-06-2016,,,,,,,,,,,,,
,Ahmedabad,27-06-2016,,0,11.69,40.6,,11.69,28.91,36.04,,33.02,1.38,0,0
Poor,Ahmedabad,28-06-2016,272,0,9.81,37.93,,9.81,28.12,39.26,,27.29,1.61,0,0
Poor,Ahmedabad,29-06-2016,253,0,10.45,42.09,,10.45,31.82,28.05,,41.43,1.7,0,0
Poor,Ahmedabad,30-06-2016,256,0,10.41,26.4,,10.41,15.99,23.76,,30.16,1.6,0,0
Poor,Ahmedabad,01-07-2016,257,0,9.39,19.5,,9.39,10.11,16.42,,29.42,1.57,0,0
Poor,Ahmedabad,02-07-2016,213,0,9.04,16.54,,9.04,7.49,14.27,,20.87,1.6,0,0
Poor,Ahmedabad,03-07-2016,218,0,8.36,14.88,,8.36,6.52,19.44,,35.08,1.63,0,0
Poor,Ahmedabad,04-07-2016,214,0,8.68,11.47,,8.68,2.79,15.16,,40.23,1.69,0,0
Poor,Ahmedabad,05-07-2016,207,0,8.11,10.89,,8.11,2.78,18.46,,54.25,1.42,0,0
Moderate,Ahmedabad,06-07-2016,169,0,7.38,9.03,,7.38,1.65,15.33,,49.04,1.44,0,0
,Ahmedabad,07-07-2016,,0,7.5,9.13,,7.5,1.67,17,,35.87,1.53,0,0
,Ahmedabad,08-07-2016,,0,7.3,9.1,,7.3,1.8,24,,46.3,1.8,0,0
,Ahmedabad,09-07-2016,,0,7.05,8.95,,7.05,1.9,15,,39.15,1.4,0,0
,Ahmedabad,10-07-2016,,0,6.7,9.3,,6.7,2.5,27,,45.3,0.9,0,0
,Ahmedabad,11-07-2016,,0,7.7,11.62,,7.7,3.93,21.64,,43.61,1.32,0,0
,Ahmedabad,12-07-2016,,,,,,,,,,,,,
,Ahmedabad,13-07-2016,,0,24.46,27.15,,24.46,11.73,82.14,,34.89,14.6,0,0
Severe,Ahmedabad,14-07-2016,1842,0,46.51,43.98,,46.51,48.06,,,38.13,23.13,0,0
Satisfactory,Ahmedabad,15-07-2016,72,0,0.98,22.38,,0.98,37.13,,,36.47,19.01,0,0
Satisfactory,Ahmedabad,16-07-2016,91,0,4.09,24.99,,4.09,36.77,,,40.9,17.01,0,0
Moderate,Ahmedabad,17-07-2016,124,0,6.02,20.93,,6.02,34.38,,,34.19,14.17,0,0
Moderate,Ahmedabad,18-07-2016,145,0,4.92,25.92,,4.92,36.8,,,32.92,14.66,0,0
Severe,Ahmedabad,19-07-2016,499,0,100.77,48.42,,100.77,54.7,,,41.39,15.75,0,0.13
Severe,Ahmedabad,20-07-2016,557,0,1.67,18.5,,1.67,22.75,,,31.71,15.47,0,0
Moderate,Ahmedabad,21-07-2016,114,0,1.94,27.87,,1.94,30.88,,,33.48,14.26,0,0
Moderate,Ahmedabad,22-07-2016,148,0,2.57,24.2,,2.57,25.15,,,30.8,17.02,0,0
Satisfactory,Ahmedabad,23-07-2016,99,0,1.64,36.5,,1.64,38.78,,,30.47,15.8,0.01,0
Moderate,Ahmedabad,24-07-2016,117,0,6.67,38.7,,6.67,39.23,,,34.64,15.07,0,0
Poor,Ahmedabad,25-07-2016,275,0,8.85,40.31,,8.85,39.95,,,43.71,15.37,0,0
Moderate,Ahmedabad,26-07-2016,183,0,3.87,33.53,,3.87,33.24,6.9,,46.52,15,0,0
Very Poor,Ahmedabad,27-07-2016,336,6.37,18.76,33.01,,18.76,20.32,11.46,,36.54,16.78,11.68,8.7
Severe,Ahmedabad,28-07-2016,468,4.83,26.51,47.75,,26.51,23.28,4.91,,36.87,13.74,12.77,6.74
Severe,Ahmedabad,29-07-2016,776,5.5,86.72,116.39,,86.72,29.66,4.77,,46.19,14.31,26.78,0.99
Severe,Ahmedabad,30-07-2016,805,1.62,84.21,114.87,,84.21,30.66,4.26,,48.44,15.67,7.1,0.23
Severe,Ahmedabad,31-07-2016,705,0,72.58,100.85,,72.58,28.27,4.33,,40.18,14.63,0.3,0
Severe,Ahmedabad,01-08-2016,740,0,79.53,109.95,,79.53,30.42,4.81,,33.5,14.95,0,0
