Age Group,Ever Married,Gender,Graduated,ID,Martial Status,Profession,Spending Level,Spending Score,Age,Family Size,Work Experience
Middle-Aged,Yes,Female,Yes,466873,Married,Artist,Low Spender,Low,41,2,5
Senior,Yes,Female,No,464568,Married,Engineer,Low Spender,Low,51,4,0
Middle-Aged,No,Male,No,465203,Single,Entertainment,Low Spender,Low,30,4,0
Middle-Aged,Yes,Male,Yes,460063,Married,Artist,Low Spender,Average,39,6,0
Middle-Aged,No,Male,No,461707,Single,Entertainment,Low Spender,Low,31,1,1
Senior,Yes,Male,No,466646,Married,Lawyer,Low Spender,Low,70,1,3
Senior,Yes,Female,No,463149,Married,Lawyer,Low Spender,Low,76,1,1
Middle-Aged,Yes,Male,Yes,459803,Married,Artist,Low Spender,Low,36,2,0
Middle-Aged,No,Male,Yes,465668,Single,Entertainment,Low Spender,Low,38,2,5
Young Adult,No,Female,No,464139,Single,Healthcare,Low Spender,Low,18,3,1
Senior,No,Male,No,460968,Single,Artist,Low Spender,Low,51,1,8
Senior,Yes,Male,No,467147,Married,Executive,Top Spender,High,63,,3
Senior,Yes,Female,Yes,462416,Married,Artist,Low Spender,Average,51,3,1
Senior,Yes,Male,No,464988,Married,Lawyer,Top Spender,High,61,2,
Young Adult,No,Female,Yes,459361,Single,Doctor,Low Spender,Low,27,2,4
Middle-Aged,Yes,Male,Yes,467024,Married,Artist,Low Spender,Average,35,4,0
Middle-Aged,No,Female,Yes,465637,Single,Artist,Low Spender,Low,42,1,9
Senior,Yes,Female,Yes,466534,Married,Entertainment,Top Spender,High,82,2,
Senior,,Female,Yes,466567,Single,Engineer,Low Spender,Average,58,2,0
Young Adult,No,Male,Yes,464077,Single,Entertainment,Low Spender,Low,29,3,1
Middle-Aged,Yes,Male,Yes,460504,Married,Artist,Top Spender,High,33,2,1
Young Adult,No,Female,Yes,465831,Single,Artist,Low Spender,Low,28,3,12
Senior,Yes,Male,No,466498,Married,Entertainment,Low Spender,Average,79,2,1
Middle-Aged,Yes,Male,Yes,461832,Married,Artist,Low Spender,Low,39,4,7
Middle-Aged,No,Male,No,465683,Single,Healthcare,Low Spender,Low,33,2,1
Middle-Aged,Yes,Female,Yes,461300,Married,Artist,Low Spender,Average,42,2,0
Senior,Yes,Male,Yes,462773,Married,Executive,Top Spender,High,80,4,0
Middle-Aged,No,Male,No,460576,Single,Doctor,Low Spender,Low,30,6,1
Senior,Yes,Female,Yes,464438,Married,Artist,Low Spender,Average,67,3,1
Senior,Yes,Female,Yes,462254,Married,Artist,Low Spender,Low,65,2,1
Senior,Yes,Female,Yes,462807,Married,Lawyer,Top Spender,High,79,2,6
Middle-Aged,No,Female,Yes,462761,Single,Healthcare,Low Spender,Low,30,4,8
Middle-Aged,Yes,Female,Yes,463849,Married,Artist,Low Spender,Low,40,1,3
Middle-Aged,Yes,Male,Yes,467952,Married,Entertainment,Low Spender,Average,46,6,1
Senior,Yes,Male,Yes,463788,Married,Artist,Low Spender,Low,52,2,0
Middle-Aged,No,Female,Yes,459490,Single,Entertainment,Low Spender,Low,41,2,0
Senior,Yes,Male,Yes,462214,Married,Artist,Low Spender,Low,58,2,1
Middle-Aged,Yes,Female,Yes,466624,Married,Homemaker,Top Spender,High,45,2,2
Senior,Yes,Male,Yes,463460,Married,Doctor,Low Spender,Average,52,6,5
Middle-Aged,Yes,Male,No,464439,Married,Entertainment,Low Spender,Average,49,3,2
Middle-Aged,No,Male,Yes,461091,Single,Artist,Low Spender,Low,50,4,0
Senior,Yes,Male,Yes,461189,Married,Artist,Low Spender,Average,67,4,0
Middle-Aged,No,Female,Yes,467410,Single,Healthcare,Low Spender,Low,35,,0
Middle-Aged,Yes,Male,Yes,460374,Married,Artist,Low Spender,Average,31,2,4
Young Adult,No,Female,No,461773,Single,Healthcare,Low Spender,Low,28,5,13
Young Adult,No,Male,No,467353,Single,Healthcare,Low Spender,Low,21,4,4
Young Adult,No,Female,No,462771,Single,Artist,Low Spender,Low,29,4,8
Young Adult,Yes,Male,No,463534,Married,Doctor,Low Spender,Average,29,4,1
Middle-Aged,Yes,Male,No,464965,Married,Engineer,Top Spender,High,45,2,3
Middle-Aged,No,Female,No,466791,Single,Engineer,Low Spender,Low,39,1,1
Senior,Yes,Female,No,461761,Married,Engineer,Low Spender,Average,74,2,1
Senior,Yes,Male,No,467690,Married,Artist,Top Spender,High,75,2,1
Young Adult,No,Female,No,467166,Single,Healthcare,Low Spender,Low,19,4,1
Senior,Yes,Male,Yes,465180,Married,Artist,Low Spender,Average,60,2,1
Middle-Aged,Yes,Female,Yes,463905,Married,Artist,Low Spender,Low,39,4,0
Young Adult,No,Female,No,464593,Single,Healthcare,Low Spender,Low,27,5,6
Senior,Yes,Female,No,462325,Married,Doctor,Low Spender,Low,58,,4
Senior,Yes,Female,No,466322,Married,Lawyer,Top Spender,High,88,2,0
Senior,Yes,Female,Yes,462196,Married,Lawyer,Low Spender,Low,84,3,2
Senior,,Female,Yes,460072,Single,Lawyer,Top Spender,High,78,2,0
Middle-Aged,Yes,Female,Yes,465403,Married,Artist,Low Spender,Low,39,1,0
Middle-Aged,No,Male,Yes,462651,Single,Artist,Low Spender,Low,32,4,0
Middle-Aged,Yes,Female,Yes,461777,Married,Engineer,Top Spender,High,46,4,0
Middle-Aged,Yes,Male,Yes,463460,Married,Entertainment,Low Spender,Average,45,2,5
Senior,Yes,Male,Yes,460290,Married,Entertainment,Low Spender,Average,52,2,9
Middle-Aged,Yes,Female,Yes,465601,Married,Doctor,Low Spender,Average,37,4,
Senior,Yes,Female,No,463016,Married,Artist,Low Spender,Low,60,6,
Middle-Aged,Yes,Male,Yes,467435,Married,Entertainment,Low Spender,Average,42,,
Senior,Yes,Male,Yes,460674,Married,Artist,Low Spender,Average,61,,2
Middle-Aged,Yes,Male,No,465035,Married,Doctor,Low Spender,Low,37,1,
Senior,Yes,Male,Yes,465575,Married,Executive,Top Spender,High,62,2,5
Middle-Aged,Yes,Male,Yes,467282,Married,Artist,Top Spender,High,49,3,0
Senior,Yes,Male,Yes,459644,Married,Lawyer,Low Spender,Low,75,1,1
Middle-Aged,No,Male,No,463369,Single,Artist,Low Spender,Low,39,4,0
Middle-Aged,No,Female,Yes,465942,Single,Entertainment,Low Spender,Low,46,1,0
Middle-Aged,No,Female,No,466646,Single,Healthcare,Low Spender,Low,33,6,0
Young Adult,No,Male,No,466233,Single,Healthcare,Low Spender,Low,21,4,9
Middle-Aged,No,Male,No,464368,Single,Healthcare,Low Spender,Low,33,5,1
Middle-Aged,Yes,Male,Yes,460800,Married,Artist,Low Spender,Low,41,3,0
Senior,Yes,Male,Yes,463268,Married,Artist,Low Spender,Low,67,1,0
Middle-Aged,No,Male,Yes,465495,Single,Marketing,Low Spender,Low,40,4,9
Young Adult,No,Male,No,466257,Single,Healthcare,Low Spender,Low,20,4,1
Middle-Aged,Yes,Female,No,461960,Married,Artist,Low Spender,Low,43,2,2
Young Adult,No,Female,Yes,467365,Single,Doctor,Low Spender,Low,27,4,9
Senior,Yes,Male,Yes,464601,Married,Healthcare,Low Spender,Average,55,3,2
Senior,Yes,Male,Yes,459188,Married,Artist,Low Spender,Low,61,2,7
Middle-Aged,Yes,Male,Yes,459737,Married,Artist,Low Spender,Average,48,2,1
Middle-Aged,Yes,Male,Yes,460459,Married,Artist,Low Spender,Low,47,2,0
Senior,Yes,Male,Yes,461600,Married,Healthcare,Low Spender,Low,53,5,0
Middle-Aged,Yes,Female,Yes,462481,Married,Artist,Low Spender,Average,50,4,1
Middle-Aged,Yes,Female,Yes,462996,Married,Artist,Low Spender,Average,37,2,1
Senior,Yes,Female,Yes,459733,Married,Lawyer,Top Spender,High,88,,1
Middle-Aged,Yes,Female,No,465324,Married,Artist,Low Spender,Average,46,2,0
Middle-Aged,Yes,Male,Yes,464765,Married,Artist,Top Spender,High,43,2,0
Senior,Yes,Male,Yes,467607,Married,Artist,Low Spender,Low,61,3,1
Young Adult,Yes,Female,Yes,460363,Married,Homemaker,Low Spender,Average,27,4,9
Middle-Aged,Yes,Female,No,465152,Married,Artist,Low Spender,Low,39,1,0
Young Adult,No,Female,No,462769,Single,Healthcare,Low Spender,Low,18,4,0
Young Adult,,Female,No,460030,Single,Healthcare,Low Spender,Low,29,2,5
Middle-Aged,Yes,Male,Yes,464609,Married,Entertainment,Low Spender,Average,47,2,0
Middle-Aged,No,Female,Yes,461922,Single,Artist,Low Spender,Low,35,,0
Middle-Aged,Yes,Male,Yes,460808,Married,Executive,Top Spender,High,50,5,1
Middle-Aged,No,Female,Yes,466039,Single,Artist,Low Spender,Low,43,2,0
Middle-Aged,Yes,Male,No,462521,Married,Entertainment,Low Spender,Average,40,5,7
Middle-Aged,No,Female,Yes,461681,Single,Artist,Low Spender,Low,37,1,1
Middle-Aged,Yes,Female,Yes,460501,Married,Artist,Low Spender,Low,46,1,1
Senior,Yes,Male,Yes,462706,Married,Artist,Low Spender,Average,72,2,0
Middle-Aged,No,Female,Yes,465857,Single,Artist,Low Spender,Low,36,1,6
Middle-Aged,Yes,Female,Yes,459632,Married,Engineer,Top Spender,High,47,4,0
Senior,Yes,Male,Yes,462151,Married,Healthcare,Low Spender,Average,60,4,8
Young Adult,No,Female,No,462942,Single,Healthcare,Low Spender,Low,28,4,0
Middle-Aged,Yes,Female,Yes,462409,Married,Engineer,Top Spender,High,49,3,2
Senior,Yes,Male,Yes,460463,Married,Artist,Low Spender,Average,51,4,1
Senior,,Male,Yes,460182,Single,Artist,Top Spender,High,61,2,
Young Adult,No,Male,No,461845,Single,Healthcare,Low Spender,Low,21,6,0
Middle-Aged,Yes,Male,Yes,464980,Married,Executive,Top Spender,High,32,,4
Senior,Yes,Female,No,459047,Married,Artist,Low Spender,Low,51,2,1
Middle-Aged,No,Female,Yes,465587,Single,Healthcare,Low Spender,Low,35,2,1
Middle-Aged,No,Female,Yes,463681,Single,Artist,Low Spender,Low,39,1,1
Senior,Yes,Male,Yes,459694,Married,Artist,Low Spender,Average,66,3,
Senior,No,Male,No,465864,Single,Artist,Low Spender,Low,69,2,1
Young Adult,No,Female,No,463377,Single,Engineer,Low Spender,Low,27,3,1
Senior,Yes,Male,Yes,459472,Married,Executive,Top Spender,High,69,3,7
Young Adult,No,Female,No,464172,Single,Artist,Low Spender,Low,25,,5
Middle-Aged,No,Female,No,460176,Single,Artist,Low Spender,Low,39,3,1
Young Adult,No,Male,No,465093,Single,Healthcare,Low Spender,Low,26,3,
Middle-Aged,Yes,Male,No,459891,Married,Artist,Top Spender,High,43,4,14
Middle-Aged,Yes,Female,Yes,461984,Married,Artist,Low Spender,Average,41,2,4
Young Adult,No,Female,No,462553,Single,Healthcare,Low Spender,Low,19,1,0
Senior,Yes,Male,Yes,465534,Married,Artist,Low Spender,Average,51,2,8
Middle-Aged,Yes,Female,No,463998,Married,Artist,Low Spender,Average,46,4,0
Senior,Yes,Male,Yes,462028,Married,Artist,Low Spender,Low,53,2,4
Middle-Aged,Yes,Male,Yes,462607,Married,Artist,Low Spender,Average,49,5,1
Middle-Aged,Yes,Female,Yes,462300,Married,Engineer,Top Spender,High,39,1,5
Middle-Aged,Yes,Male,No,462556,Married,Artist,Low Spender,Average,37,2,0
Middle-Aged,Yes,Female,Yes,462123,Married,Doctor,Low Spender,Average,48,3,2
Senior,Yes,Male,Yes,460736,Married,Artist,Low Spender,Low,56,2,1
Senior,No,Female,Yes,461797,Single,Artist,Low Spender,Low,52,2,14
Young Adult,,Male,No,467682,Single,Entertainment,Low Spender,Low,29,2,8
Middle-Aged,Yes,Male,Yes,464537,Married,Entertainment,Low Spender,Average,46,6,5
Middle-Aged,Yes,Female,Yes,465543,Married,Artist,Low Spender,Low,38,1,1
Middle-Aged,Yes,Female,Yes,464903,Married,Healthcare,Low Spender,Average,36,2,7
Middle-Aged,No,Male,Yes,459743,Single,Healthcare,Low Spender,Low,40,4,0
Middle-Aged,Yes,Female,No,464090,Married,Lawyer,Top Spender,High,35,2,
Senior,Yes,Male,Yes,465665,Married,Artist,Low Spender,Average,57,4,8
Senior,Yes,Male,Yes,466143,Married,Entertainment,Low Spender,Low,71,,0
Senior,Yes,Male,Yes,464687,Married,Artist,Low Spender,Average,52,2,5
Middle-Aged,Yes,Female,Yes,461039,Married,Entertainment,Low Spender,Low,42,2,4
Middle-Aged,Yes,Female,Yes,463115,Married,Engineer,Low Spender,Low,48,3,1
Middle-Aged,Yes,Male,No,464903,Married,Healthcare,Low Spender,Average,40,4,1
Middle-Aged,No,Female,Yes,464168,Single,Engineer,Low Spender,Low,35,9,5
Senior,Yes,Female,No,465036,Married,Artist,Top Spender,High,67,2,0
Senior,Yes,Male,Yes,461593,Married,Lawyer,Top Spender,High,84,2,1
Middle-Aged,Yes,Male,Yes,465997,Married,Artist,Low Spender,Average,46,4,1
Middle-Aged,Yes,Male,No,462417,Married,Engineer,Low Spender,Low,36,6,1
Senior,Yes,Male,No,464862,Married,Artist,Low Spender,Low,63,1,2
Senior,Yes,Female,Yes,459425,Married,Artist,Low Spender,Average,58,4,1
Senior,Yes,Female,Yes,461729,Married,Artist,Top Spender,High,59,2,0
Middle-Aged,No,Female,Yes,465553,Single,Healthcare,Low Spender,Low,31,4,0
Middle-Aged,Yes,Female,Yes,464665,Married,Engineer,Low Spender,Average,32,6,1
Middle-Aged,No,Male,Yes,465988,Single,Entertainment,Low Spender,Low,42,3,0
Senior,Yes,Female,Yes,467174,Married,Artist,Low Spender,Average,65,3,1
Young Adult,Yes,Male,No,467245,Married,Healthcare,Low Spender,Low,18,5,0
Senior,Yes,Female,Yes,463713,Married,Executive,Top Spender,High,53,6,1
Senior,No,Male,Yes,462171,Single,Artist,Low Spender,Low,53,2,3
Young Adult,No,Male,No,464794,Single,Doctor,Low Spender,Low,21,8,0
Young Adult,No,Female,No,461127,Single,Engineer,Low Spender,Low,21,4,
Senior,Yes,Male,Yes,459270,Married,Artist,Low Spender,Low,57,2,1
Middle-Aged,No,Female,Yes,464857,Single,Engineer,Low Spender,Low,43,,8
Middle-Aged,Yes,Male,No,467481,Married,Entertainment,Low Spender,Average,38,6,1
Young Adult,Yes,Female,No,462768,Married,Homemaker,Low Spender,Average,28,5,9
Young Adult,,Male,No,462690,Single,Healthcare,Low Spender,Low,18,3,6
Senior,Yes,Female,No,461380,Married,Entertainment,Low Spender,Low,51,2,4
Senior,Yes,Male,Yes,460713,Married,Lawyer,Top Spender,High,74,2,0
Senior,Yes,Female,Yes,464536,Married,Artist,Low Spender,Average,63,3,1
Senior,Yes,Male,No,465550,Married,Doctor,Low Spender,Average,67,,
Middle-Aged,Yes,Female,Yes,459022,Married,Artist,Top Spender,High,47,2,7
Middle-Aged,Yes,Male,No,462187,Married,Marketing,Top Spender,High,35,4,6
Young Adult,No,Female,No,459942,Single,Engineer,Low Spender,Low,29,7,0
Middle-Aged,No,Female,No,463535,Single,,Low Spender,Low,32,6,0
Middle-Aged,No,Female,No,467597,Single,Healthcare,Low Spender,Low,33,3,8
Middle-Aged,Yes,Male,Yes,465266,Married,Artist,Low Spender,Average,40,4,1
Senior,Yes,Male,Yes,466163,Married,Artist,Low Spender,Low,77,1,0
Middle-Aged,Yes,Female,Yes,461687,Married,Engineer,Low Spender,Low,43,4,8
Senior,Yes,Female,No,464774,Married,Engineer,Low Spender,Average,51,4,9
Young Adult,Yes,Male,Yes,467729,Married,Entertainment,Low Spender,Average,27,2,0
Middle-Aged,Yes,Male,No,467186,Married,Artist,Low Spender,Low,43,3,1
Middle-Aged,Yes,Female,Yes,464676,Married,Artist,Low Spender,Average,39,2,2
Middle-Aged,Yes,Male,Yes,466216,Married,Artist,Low Spender,Average,39,2,6
Middle-Aged,Yes,Male,No,462947,Married,Entertainment,Low Spender,Average,32,1,1
Middle-Aged,Yes,Female,Yes,460361,Married,Artist,Low Spender,Low,40,2,9
Senior,Yes,Male,Yes,466880,Married,Lawyer,Top Spender,High,70,2,0
Young Adult,No,Male,No,459682,Single,Healthcare,Low Spender,Low,22,1,
Senior,Yes,Male,Yes,466642,Married,Lawyer,Top Spender,High,87,1,1
Middle-Aged,Yes,Female,Yes,465559,Married,Artist,Low Spender,Average,43,4,0
Middle-Aged,No,Female,No,465977,Single,Homemaker,Low Spender,Low,50,1,6
Senior,Yes,Male,Yes,466556,Married,Lawyer,Top Spender,High,74,2,0
Young Adult,No,Male,Yes,462587,Single,Healthcare,Low Spender,Low,25,4,0
Middle-Aged,Yes,Male,Yes,462459,Married,Executive,Top Spender,High,42,2,1
Senior,Yes,Female,Yes,459846,Married,Artist,Low Spender,Low,58,1,1
Middle-Aged,,Male,Yes,462230,Single,Executive,Low Spender,Low,39,3,
Middle-Aged,Yes,Female,Yes,463681,Married,Artist,Low Spender,Low,48,1,
Middle-Aged,No,Female,Yes,462616,Single,Artist,Low Spender,Low,33,3,5
Middle-Aged,Yes,Male,No,461409,Married,Doctor,Low Spender,Low,49,2,8
Middle-Aged,Yes,Male,Yes,467585,Married,Entertainment,Low Spender,Low,36,2,5
Senior,Yes,Female,Yes,459165,Married,Lawyer,Top Spender,High,74,2,0
Young Adult,No,Female,No,461783,Single,Doctor,Low Spender,Low,27,2,1
Middle-Aged,No,Female,Yes,461787,Single,Artist,Low Spender,Low,40,1,0
Middle-Aged,Yes,Female,Yes,466457,Married,Artist,Low Spender,Low,43,3,0
Senior,Yes,Male,Yes,465322,Married,Entertainment,Low Spender,Average,51,4,4
Senior,Yes,Male,Yes,466152,Married,Entertainment,Low Spender,Average,55,4,1
Senior,No,Female,Yes,467644,Single,Artist,Low Spender,Low,56,1,7
Middle-Aged,No,Female,No,465590,Single,Healthcare,Low Spender,Low,30,7,8
Middle-Aged,,Male,Yes,464616,Single,Entertainment,Low Spender,Average,41,4,
Senior,Yes,Male,Yes,466171,Married,Artist,Low Spender,Average,63,2,0
Senior,Yes,Male,Yes,464087,Married,Lawyer,Low Spender,Low,89,1,9
Middle-Aged,No,Male,Yes,465770,Single,Healthcare,Low Spender,Low,30,3,1
Middle-Aged,No,Male,No,461193,Single,Entertainment,Low Spender,Low,36,2,0
Senior,Yes,Male,No,466241,Married,Entertainment,Low Spender,Average,60,4,0
Middle-Aged,Yes,Female,Yes,462606,Married,Doctor,Low Spender,Average,49,2,0
Young Adult,No,Female,Yes,466395,Single,Doctor,Low Spender,Low,28,2,9
Young Adult,No,Male,Yes,466116,Single,Artist,Low Spender,Low,29,4,0
Middle-Aged,No,Male,Yes,460139,Single,Artist,Low Spender,Low,46,1,9
Young Adult,No,Male,Yes,463624,Single,Artist,Low Spender,Low,28,2,0
Middle-Aged,No,Male,No,462488,Single,Healthcare,Low Spender,Low,32,4,
Middle-Aged,Yes,Female,No,461046,Married,Doctor,Low Spender,Average,35,4,1
Young Adult,No,Female,Yes,461275,Single,Engineer,Low Spender,Low,28,4,9
Middle-Aged,Yes,Male,No,465714,Married,Engineer,Low Spender,Low,38,2,0
Senior,Yes,Female,No,464618,Married,Executive,Top Spender,High,79,1,
Young Adult,No,Male,Yes,467810,Single,Entertainment,Low Spender,Low,25,2,9
Senior,Yes,Female,Yes,459743,Married,Lawyer,Low Spender,Low,72,4,
Young Adult,No,Female,No,461033,Single,Healthcare,Low Spender,Low,19,2,4
Senior,Yes,Female,Yes,461063,Married,Artist,Low Spender,Low,53,5,7
Senior,Yes,Male,Yes,460977,Married,Entertainment,Low Spender,Low,69,2,1
Middle-Aged,No,Female,Yes,467287,Single,Artist,Low Spender,Low,49,1,1
Young Adult,No,Female,No,463361,Single,Doctor,Low Spender,Low,28,2,6
Senior,Yes,Male,Yes,465361,Married,Executive,Top Spender,High,53,3,0
Middle-Aged,No,Female,Yes,464527,Single,Homemaker,Low Spender,Low,39,1,10
Senior,Yes,Male,Yes,461840,Married,Artist,Low Spender,Low,68,1,3
Senior,No,Female,Yes,460651,Single,Lawyer,Low Spender,Low,74,,0
Middle-Aged,Yes,Female,No,459532,Married,Marketing,Low Spender,Low,46,1,1
Senior,No,Female,Yes,466660,Single,Homemaker,Low Spender,Low,52,,8
Middle-Aged,Yes,Female,Yes,465462,Married,Artist,Low Spender,Average,49,4,0
Senior,Yes,Female,Yes,463902,Married,Artist,Low Spender,Low,61,2,1
Middle-Aged,Yes,Male,Yes,459780,Married,Artist,Low Spender,Average,49,4,1
Middle-Aged,No,Female,No,464074,Single,Healthcare,Low Spender,Low,30,5,1
Middle-Aged,Yes,Female,Yes,467830,Married,Marketing,Low Spender,Low,50,3,0
Young Adult,No,Male,No,461849,Single,Healthcare,Low Spender,Low,28,4,1
Young Adult,,Female,No,466407,Single,Engineer,Low Spender,Average,27,2,0
Senior,Yes,Male,Yes,465713,Married,Engineer,Low Spender,Average,69,2,1
Middle-Aged,No,Female,Yes,462374,Single,Artist,Low Spender,Low,50,2,1
Middle-Aged,Yes,Male,Yes,466061,Married,Doctor,Low Spender,Low,32,2,
Senior,Yes,Female,No,462808,Married,Lawyer,Low Spender,Low,80,1,1
Young Adult,No,Male,Yes,464185,Single,Artist,Low Spender,Low,28,2,0
Senior,Yes,Male,No,462568,Married,Artist,Low Spender,Low,58,2,1
Young Adult,Yes,Male,No,460341,Married,Executive,Low Spender,Low,29,3,3
Senior,Yes,Female,No,460030,Married,Artist,Top Spender,High,81,,1
Middle-Aged,Yes,Female,Yes,460831,Married,Doctor,Low Spender,Average,42,5,1
Young Adult,No,Female,No,462836,Single,Engineer,Low Spender,Low,23,4,0
Senior,Yes,Female,Yes,460726,Married,Lawyer,Top Spender,High,85,2,0
Middle-Aged,Yes,Female,Yes,463009,Married,Engineer,Low Spender,Low,36,4,7
Middle-Aged,Yes,Male,Yes,459011,Married,Executive,Low Spender,Average,37,2,5
Senior,Yes,Male,Yes,465845,Married,Artist,Low Spender,Average,55,3,1
Middle-Aged,Yes,Male,Yes,463382,Married,Doctor,Low Spender,Average,36,2,0
Young Adult,Yes,Male,No,461295,Married,Marketing,Low Spender,Average,25,2,0
Senior,Yes,Male,Yes,459197,Married,Artist,Low Spender,Low,76,1,6
Middle-Aged,Yes,Male,Yes,461966,Married,Homemaker,Low Spender,Average,42,4,3
Middle-Aged,Yes,Male,No,463946,Married,Artist,Low Spender,Average,50,4,2
Senior,Yes,Male,Yes,459648,Married,Entertainment,Low Spender,Average,62,2,9
Young Adult,No,Male,No,467723,Single,Healthcare,Low Spender,Low,18,4,0
Middle-Aged,Yes,Female,Yes,459714,Married,Artist,Top Spender,High,35,3,0
Middle-Aged,No,Male,Yes,467888,Single,Healthcare,Low Spender,Low,42,5,1
Middle-Aged,Yes,Male,Yes,465733,Married,Executive,Top Spender,High,42,4,0
Senior,Yes,Male,No,459537,Married,Lawyer,Low Spender,Low,70,2,1
Senior,Yes,Female,No,466208,Married,Engineer,Low Spender,Average,55,3,4
Middle-Aged,Yes,Male,Yes,459535,Married,Engineer,Low Spender,Low,32,2,8
Senior,Yes,Female,Yes,459332,Married,Lawyer,Low Spender,Low,74,2,0
Senior,Yes,Female,No,467466,Married,Healthcare,Low Spender,Average,52,3,0
Senior,Yes,Male,No,459460,Married,Entertainment,Low Spender,Low,70,2,
Middle-Aged,Yes,Male,No,466115,Married,Executive,Top Spender,High,46,4,9
Young Adult,No,Female,No,462335,Single,Healthcare,Low Spender,Low,22,3,0
Senior,Yes,Male,Yes,461152,Married,Artist,Low Spender,Average,61,2,1
Middle-Aged,Yes,Male,Yes,461294,Married,Lawyer,Top Spender,High,38,2,4
Young Adult,No,Male,Yes,464780,Single,Entertainment,Low Spender,Low,27,4,8
Middle-Aged,No,Female,,459619,Single,Marketing,Low Spender,Low,31,5,9
Middle-Aged,Yes,Female,Yes,459716,Married,Healthcare,Low Spender,Average,33,4,0
Senior,Yes,Female,No,467378,Married,Entertainment,Low Spender,Low,53,1,4
Middle-Aged,No,Female,Yes,460919,Single,Doctor,Low Spender,Low,40,1,3
Senior,No,Male,No,462342,Single,Artist,Low Spender,Low,57,,0
Senior,,Male,Yes,467101,Single,Artist,Low Spender,Low,53,1,4
Middle-Aged,No,Female,Yes,464895,Single,Marketing,Low Spender,Low,36,7,5
Middle-Aged,Yes,Male,Yes,459359,Married,Artist,Low Spender,Low,50,2,4
Middle-Aged,Yes,Female,Yes,465406,Married,Homemaker,Low Spender,Low,37,2,8
Middle-Aged,No,Male,Yes,462986,Single,Entertainment,Low Spender,Low,41,2,0
Young Adult,No,Female,No,467696,Single,Marketing,Low Spender,Low,28,7,
Senior,No,Male,Yes,459224,Single,Healthcare,Low Spender,Low,51,4,1
Middle-Aged,No,Female,Yes,460700,Single,Artist,Low Spender,Low,42,3,1
