District code,District name,State name,Age Group 0 29,Age Group 30 49,Age Group 50,Age not stated,Agricultural Workers,Below Primary Education,Buddhists,Christians,Condition of occupied census houses Dilapidated Households,Cultivator Workers,Female,Female Literate,Female SC,Female ST,Female Workers,Graduate Education,Having bathing facility Total Households,Having latrine facility within the premises Total Households,Higher Education,Hindus,Household size 1 person Households,Household size 1 to 2 persons,Household size 2 persons Households,Household size 3 persons Households,Household size 3 to 5 persons Households,Household size 4 persons Households,Household size 5 persons Households,Household size 6 8 persons Households,Household size 9 persons and above Households,Household Workers,Households,Households with Bicycle,Households with Car Jeep Van,Households with Computer,Households with Internet,Households with Radio Transistor,Households with Scooter Motorcycle Moped,Households with separate kitchen Cooking inside house,Households with Telephone Mobile Phone,Households with Telephone Mobile Phone Both,Households with Telephone Mobile Phone Landline only,Households with Telephone Mobile Phone Mobile only,Households with Television,Households with TV Computer Laptop Telephone mobile phone and Scooter Car,Housholds with Electric Lighting,Illiterate Education,Jains,Literate,Literate Education,Location of drinking water source Away Households,Location of drinking water source Near the premises Households,Location of drinking water source Within the premises Households,LPG or PNG Households,Main source of drinking water Handpump Tubewell Borewell Households,Main source of drinking water Other sources Households,Main source of drinking water River Canal Households,Main source of drinking water Spring Households,Main source of drinking water Tank Pond Lake Households,Main source of drinking water Tapwater Households,Main source of drinking water Tubewell Borehole Households,Main source of drinking water Un covered well Households,Main Workers,Main_source_of_drinking_water_Other_sources_Spring_River_Canal_Tank_Pond_Lake_Other_sources__Households,Male,Male Literate,Male SC,Male ST,Male Workers,Marginal Workers,Married couples 1 Households,Married couples 2 Households,Married couples 3 Households,Married couples 3 or more Households,Married couples 4 Households,Married couples None Households,Married_couples_5__Households,Middle Education,Muslims,Non Workers,Not having bathing facility within the premises Total Households,Not having latrine facility within the premises Alternative source Open Households,Other Education,Other Workers,Others Religions,Ownership Owned Households,Ownership Rented Households,Population,Power Parity Above Rs 545000,Power Parity Less than Rs 45000,Power Parity Rs 150000 240000,Power Parity Rs 150000 330000,Power Parity Rs 240000 330000,Power Parity Rs 330000 425000,Power Parity Rs 330000 545000,Power Parity Rs 425000 545000,Power Parity Rs 45000 150000,Power Parity Rs 45000 90000,Power Parity Rs 90000 150000,Primary Education,Religion Not Stated,Rural Households,SC,Secondary Education,Sikhs,ST,Total Education,Total Power Parity,Type of bathing facility Enclosure without roof Households,Type of fuel used for cooking Any other Households,Type of latrine facility Flush pour flush latrine connected to other system Households,Type of latrine facility Night soil disposed into open drain Households,Type of latrine facility Other latrine Households,Type of latrine facility Pit latrine Households,Urban Households,Workers
34,Kinnaur,HIMACHAL PRADESH,42360,26599,15075,87,2537,9400,18086,485,194,32995,37872,24002,7317,25137,22410,5118,13902,13521,7871,64732,2813,5725,2912,2817,9423,3672,2934,3758,629,944,44514,190,2775,2563,354,6453,857,16851,16468,2660,923,12885,12925,611,17865,16944,29,60699,59428,1700,6083,11752,10740,130,561,174,282,98,17996,86,42,46782,1115,46249,36697,7433,23609,33863,9491,10752,2106,207,235,19,6442,9,11437,448,27848,5633,5715,713,19797,45,13926,4511,84121,23,21,15,21,6,8,21,13,96,52,44,13749,47,44514,14750,11140,249,48746,76372,181,1452,2,1016,9,165,1405,0,56273
35,Gurdaspur,PUNJAB,1261421,611353,423301,2248,100684,180897,405,176587,34047,147912,1085706,727059,275682,0,119486,104345,360051,258924,243539,1074332,7861,28916,21055,43883,247200,100635,102682,126141,28955,30903,606348,280874,32484,38445,14428,49368,194705,405686,336075,49386,50731,235958,365644,26895,411216,478020,580,1634719,1528979,7052,30846,393314,244468,298315,3352,347,235,148,124910,89511,1572,625778,4082,1212617,907660,304894,0,637652,131360,285718,82786,19869,23635,3187,39073,579,290618,27667,1541185,71161,167226,22107,477639,812,409745,14231,2298323,678,269,830,1289,459,575,1472,897,2273,1023,1250,315156,15066,420860,580576,372317,1002874,0,2006999,5982,130717,115,6987,4875,6935,29227,185488,757138
36,Kapurthala,PUNJAB,433331,222324,157833,1680,42387,71698,6662,5445,8913,55252,388857,260313,132806,0,48603,48221,149071,137713,77442,336124,5447,17794,12347,20440,96950,40344,36166,41775,8817,9861,261203,107044,23561,23145,9732,37410,90508,159033,145116,24128,10324,110664,144945,18981,161206,174995,553,576567,575495,4941,14783,145612,110555,75439,1897,119,42,53,87546,42939,85,248208,2111,426311,316254,143901,0,235562,35957,110069,28131,5932,7043,943,20093,168,112774,10190,531003,16265,26372,9501,176665,334,141816,18924,815168,470,81,298,526,228,223,516,293,877,322,555,127031,2168,165433,276707,128828,453692,0,750490,2472,21714,261,2893,583,682,19041,95770,284165
37,Jalandhar,PUNJAB,1159156,616431,416449,1554,66664,183441,11385,26016,24899,85695,1048379,739956,412320,0,134988,162965,422876,392909,216646,1394329,15964,52315,36351,60945,273097,112642,99510,107202,21459,29762,708130,286365,72374,79134,39082,132632,238203,436790,395069,79140,32474,283455,401189,65696,446200,387809,4011,1622537,1575774,9274,35640,409159,299449,151053,4639,113,135,60,297183,80682,280,689592,4947,1145211,882581,442124,0,639484,84880,303584,68750,13495,15600,1805,66139,300,304652,30233,1419118,31197,58400,34576,592351,805,378807,61615,2193590,1399,201,755,1432,677,655,1455,800,2397,803,1594,333736,8448,330339,854444,339758,718363,0,1963583,6883,45285,341,8133,1385,2153,36718,377791,774472
38,Hoshiarpur,PUNJAB,831741,422782,330671,1431,74362,143871,3476,14968,20255,89772,777568,561772,273182,0,87316,93618,285730,210621,176013,1000743,12002,38352,26350,44638,198627,80977,73012,78502,14213,15990,551265,227316,33720,34328,13747,62295,166862,310810,278411,59253,24372,194786,285904,27207,319930,294723,2034,1199699,1227466,13080,37705,278909,201675,145269,4106,125,101,128,177302,52828,1721,411011,4460,809057,637927,284322,0,412506,88811,217844,52307,9712,11214,1309,48329,193,238975,23089,1086803,43964,116787,17427,319698,531,303081,17651,1586625,730,167,586,943,357,360,889,529,1578,653,925,256127,3576,422673,557504,301435,538208,0,1522189,4305,70856,118,4006,633,1753,25818,128592,499822
39,Shahid Bhagat Singh Nagar,PUNJAB,318597,163305,128310,2098,22626,53709,5885,1479,7238,42608,299019,199304,127249,0,34077,26893,115870,90711,61643,401368,4966,15457,10491,17242,75821,30689,27890,31846,5510,9011,231551,91772,14456,13936,5264,27564,64143,123000,110382,25391,12153,72838,109258,10295,125068,133275,695,438459,455446,4957,11541,112136,64934,63343,2345,96,40,69,62350,28107,153,173507,2550,313291,239155,133035,0,170252,30822,84178,21035,3433,3964,453,19457,78,94286,6829,407981,12764,36851,5703,130084,266,118149,6692,612310,280,67,252,378,126,131,332,201,596,257,339,111242,2903,183168,260284,101970,192885,0,588721,1653,21708,45,2605,289,514,10891,48383,204329
40,Fatehgarh Sahib,PUNJAB,321018,166781,111028,1336,21389,51897,48,1698,6665,44245,279368,187337,90611,0,32006,34990,104467,99858,59555,152851,3373,10543,7170,12956,65329,26856,25517,31413,8468,8048,174896,84834,18239,14294,5138,13863,63700,109623,98401,16153,6773,75475,98080,11551,113683,142314,178,426033,432310,2399,8403,104951,64037,68438,2699,75,21,34,44186,47359,81,192845,2829,320795,238696,101882,0,182777,21938,71651,23817,6191,7425,1003,12860,231,83931,16808,385380,11286,14898,4607,141101,251,101426,11510,600163,222,67,217,349,132,153,385,232,618,263,355,102257,808,117559,192493,95073,427521,0,574624,1640,12800,56,4257,603,724,16989,57337,214783
41,Ludhiana,PUNJAB,1901528,980046,614258,2907,98646,277247,2007,16517,41268,140737,1630923,1131877,435519,0,231222,272280,669232,667902,318876,1502403,25002,76808,51806,88053,417697,172627,157017,181920,39679,71667,1036821,461137,120172,123400,58589,121375,360662,689982,606726,115834,57191,433701,604959,101595,703624,631980,19620,2560225,2372099,11905,43609,660590,488757,269706,5851,310,208,216,438455,127188,559,1138654,6585,1867816,1428348,487839,0,1053600,146168,476270,122292,27009,31634,3911,85908,714,443759,77713,2213917,46872,41470,44240,973772,1254,570487,127020,3498739,1722,336,1039,2053,1014,1116,2573,1457,3908,1382,2526,488129,15817,395032,923358,527568,1863408,0,3004079,10593,64464,368,23996,2601,4174,109817,641789,1284822
42,Moga,PUNJAB,535408,258826,194768,6744,82397,98764,178,3277,13868,91622,469826,279340,170999,0,66793,37417,171503,167596,85642,158414,4014,15002,10988,20558,106380,42398,43424,56638,13208,18098,288439,140084,26253,21662,7897,31170,85167,177546,155841,22668,10114,123059,152610,15888,183396,306336,436,627889,638000,13867,25433,151928,89445,91646,6865,209,66,199,91608,71851,185,304880,7339,525920,348549,192418,0,292379,54292,124032,38321,8484,10212,1410,18663,318,116716,9388,636574,19725,22074,11956,167055,365,178205,9104,995746,336,128,401,597,196,256,659,403,1053,479,574,158812,4767,214295,363417,128693,818921,0,944336,2774,37136,221,14816,770,1257,60174,74144,359172
43,Firozpur,PUNJAB,1171770,525459,331259,586,227971,196971,454,19358,36458,191685,957437,520441,410265,0,160289,82448,303760,274015,147698,906408,5935,26727,20792,38362,209891,83824,87705,112699,24850,14679,502390,237901,37105,31070,10042,48714,148610,354657,290671,35063,14135,241473,277615,22046,349662,714869,1143,1227511,1207928,32378,55030,286759,141899,196377,8539,3947,90,1153,161386,47667,602,618362,13729,1071637,707070,445461,0,596406,138333,251154,72346,17405,20602,2805,30065,392,226433,6844,1272379,70407,95696,25734,322360,278,344538,17695,2029074,212,235,582,955,373,479,1226,747,1656,838,818,306838,3774,348522,855726,221806,1090815,0,1922797,4283,89728,245,18247,4163,5092,103829,153868,756695
44,Muktsar,PUNJAB,495167,242628,162297,1804,111014,90240,240,1681,17701,86565,426274,224447,181081,0,62627,36905,152188,133635,62612,254920,3133,12662,9529,18916,97967,39766,39285,50539,11624,5187,224157,109666,23185,14077,4571,27409,62205,165332,135144,18693,5945,110506,130482,10160,166585,340886,744,524848,544427,19488,27435,125869,76441,72452,3314,1632,50,205,94584,2897,187,287205,5201,475622,300401,200473,0,272699,48121,112350,36561,9078,10416,1119,13465,219,101852,4333,566570,20604,37841,10666,132560,433,159581,9169,901896,95,113,280,453,173,226,580,354,784,402,382,137470,920,149507,381554,104682,638625,0,885313,2025,47771,129,5073,320,467,62708,74650,335326
45,Faridkot,PUNJAB,336540,164962,113721,2285,54058,53734,155,1227,9288,53230,290837,165518,113761,0,36506,29838,107033,99988,48360,141363,2260,9028,6768,13162,67572,27494,26916,34001,7592,8225,158863,82761,15528,12276,4348,16469,51638,112702,95758,16563,5047,74148,93053,9745,113549,204895,1109,381285,373752,11526,11352,95315,62103,65489,2150,1163,17,27,48872,11685,81,190415,3357,326671,215767,126567,0,185049,31140,76761,25289,5936,6901,816,9242,149,71178,3125,395953,11160,17282,5790,106042,103,109071,6142,617508,122,76,199,332,133,168,422,254,589,276,313,89433,637,99946,240328,75419,469789,0,578647,1540,25424,113,4118,873,1039,37614,58917,221555
46,Bathinda,PUNJAB,754927,377707,255283,608,128382,117795,246,2474,17698,141535,645328,356607,213537,0,116998,70240,241449,232629,96329,380569,6681,22061,15380,29909,152743,64112,58722,73819,17412,14938,355722,176384,36173,32253,11284,43415,106010,256617,215302,29316,11356,174630,204051,24238,255650,438529,1266,844868,793380,15026,39408,211601,118427,105388,5164,1530,62,1256,151659,43730,320,452678,8012,743197,488261,236936,0,432988,97308,168278,55630,13697,15928,1876,26199,355,145626,16299,838539,24586,26191,16666,265131,559,235988,21224,1388525,302,160,439,723,284,356,898,542,1284,592,692,182796,2826,218159,450473,163928,984286,0,1231909,3365,55818,169,10046,545,919,130895,137563,549986
47,Mansa,PUNJAB,420050,200882,146103,2716,90367,75708,123,917,10246,105963,361019,179523,122567,0,97773,27461,128019,99571,48663,156539,2780,10556,7776,15496,83497,34500,33501,43195,9879,13442,196389,90845,12805,10085,2673,13053,48117,123826,111889,10368,5059,96462,102314,6347,140099,311513,1577,423560,434158,15831,23021,108275,39414,69458,4032,1205,45,108,71808,25087,93,247175,5390,408732,244037,136311,0,230739,81337,95737,30615,7184,8364,982,12411,198,84553,10375,441239,19108,41129,5658,118740,493,140422,4905,769751,56,106,236,391,155,202,481,279,660,366,294,106162,1284,145603,258878,85953,598443,0,745671,1694,34108,57,7363,502,1083,54458,50786,328512
48,Patiala,PUNJAB,1042519,517079,335100,988,89123,173890,245,5683,21277,113182,893164,555739,220856,0,110606,141947,327085,309524,157435,783306,7644,28857,21213,40628,212045,90122,81295,97179,23659,23647,517369,253101,57008,55105,24274,59162,193945,342661,303548,42077,19894,241577,308440,46072,352929,518772,1914,1266791,1280816,15679,39120,306941,209192,144431,8370,213,84,161,207661,119054,361,570391,8828,1002522,711052,244503,0,549661,89876,235508,74053,17967,21439,2872,30740,600,239609,40043,1235419,34655,48546,27272,434315,1410,325608,28546,1895686,687,241,694,1158,464,597,1454,857,2140,905,1235,283837,3141,299279,465359,256826,1059944,0,1799588,5679,34749,178,17631,2101,3079,67168,218090,660267
49,Amritsar,PUNJAB,1384987,667193,436496,1980,121599,197944,876,54344,31025,124617,1172248,751789,364887,0,182661,142399,430958,379230,203656,690939,8987,36730,27743,53282,276797,113079,110436,138044,28732,41642,660953,286368,56185,63864,29961,71084,225063,458184,379572,39155,26625,313792,413460,49521,461231,540010,3152,1684770,1485800,6683,26122,447498,279993,253217,7144,255,99,176,218410,127669,291,787254,7674,1318408,932981,405977,0,735195,130602,324471,87870,19372,22637,2777,45325,488,283819,12502,1572800,49345,96836,15879,629998,1044,430041,41576,2490656,1012,262,823,1399,576,709,1699,990,2607,1025,1582,313874,10864,275477,770864,328229,1716935,0,2025810,6979,102374,196,10552,4725,5843,43459,385476,917856
50,Tarn Taran,PUNJAB,641875,283645,190898,3209,81216,106878,101,6095,15981,115853,530258,289735,178753,0,67063,21322,160573,136239,83290,60504,2729,11733,9004,18508,104492,40534,45450,67044,17778,21328,267174,134781,15885,13102,4300,35906,86013,188469,155842,6140,7888,141814,162147,8049,186599,381879,650,666162,648448,5512,14823,180712,73958,167519,5204,154,31,38,27408,74177,209,316310,5427,589369,376427,198715,0,313639,64392,126925,42467,11132,13502,1988,18153,382,118366,3855,738925,40474,63108,5077,162305,47,193712,5099,1119627,185,107,335,564,229,244,651,407,941,435,506,165659,3472,222717,377468,147856,1044903,0,1030327,2449,60940,189,10387,997,1753,44155,44457,380702
51,Rupnagar,PUNJAB,365300,185424,131707,2196,21520,53005,118,2094,7652,45640,327142,224197,86571,0,46766,38823,114310,88385,68794,304481,3762,11367,7605,13894,76248,32111,30243,36233,9006,12321,208699,95548,17248,17542,6600,18003,72313,124576,114425,19540,9268,85617,111937,13714,129123,124100,653,502731,492696,7390,17770,107694,67749,45581,1544,218,199,86,80769,16514,3524,194209,2047,357485,278534,94334,0,186910,39467,86325,25742,6079,7234,981,13553,174,98135,14492,450951,18544,42740,9388,154195,143,114943,14317,684627,256,90,287,435,148,190,483,293,771,342,429,107715,1601,148162,180905,116836,361045,0,616796,2034,19499,45,2645,337,489,10500,60537,233676
52,Sahibzada Ajit Singh Nagar,PUNJAB,540872,281462,171656,638,21791,82178,257,5342,10343,40867,465375,326631,101848,0,72628,105306,180924,155989,96568,476276,6171,20907,14736,25434,117621,51216,40971,46778,11795,13501,291335,118842,49154,50857,25944,40940,112529,188089,172826,27940,13896,130990,170839,43939,191578,172226,1257,736575,696282,5858,20203,171040,131701,36511,2150,28,58,46,157375,13572,696,316236,2282,529253,409944,114383,0,283367,39759,131955,35585,8787,10415,1335,19146,293,119930,29488,638633,16177,38196,13103,279836,239,153420,37550,994628,296,42,181,309,128,140,307,167,487,166,321,131983,2861,117293,216231,147214,478908,0,868508,1440,15996,186,5655,657,1352,20313,174042,355995
53,Sangrur,PUNJAB,904316,435148,311621,4084,91799,163251,268,2406,17744,157191,777140,431664,217378,0,83629,73636,282915,259912,130155,389410,6907,23946,17039,33400,175723,71966,70357,90990,23371,18578,448944,240629,35264,30955,10736,28532,146931,295361,252535,56086,29806,166643,244837,23004,305557,570103,3222,1002077,1054379,16526,41855,255649,135280,153898,8094,321,66,411,150522,120978,275,499792,8892,878029,570413,244231,0,485129,68966,198490,68026,17062,20319,2642,27195,615,197901,179116,1086411,31115,45560,18393,301190,1038,294479,15033,1655169,372,190,542,856,314,398,1019,621,1504,702,802,250833,2271,292156,461609,220210,1077438,0,1624482,3943,35034,283,15948,1005,1401,110804,156788,568758
54,Barnala,PUNJAB,322607,158413,114077,430,40460,49367,108,622,7043,60340,278005,157832,90432,0,31168,23657,102344,93781,43467,112859,2727,9305,6578,12292,62748,25613,24843,31700,8523,5132,156799,83685,12912,10566,3501,13098,49472,105996,89207,20332,8035,60840,86481,8179,108908,212388,246,359831,360367,3748,14226,94302,50276,45737,2200,54,19,25,64117,39491,40,186434,2298,317522,201999,101569,0,178163,22897,70622,24240,6128,7276,932,10138,216,66695,13100,386196,9932,16042,4665,103399,481,104428,6184,595527,128,79,224,369,145,171,445,274,634,299,335,90971,360,102577,192001,81545,467751,0,572755,1655,18394,59,3265,310,490,45841,54222,209331
55,Chandigarh,CHANDIGARH,602411,303748,148945,346,1687,80406,1160,8720,8256,2578,474787,340092,92730,0,75977,174528,210801,206017,98786,852574,15220,39616,24396,36024,144460,64040,44396,43001,7984,4799,298367,135055,60494,78113,44283,65936,109701,226263,209783,47345,14027,148411,193932,67323,231204,184265,1960,805438,731491,5182,27384,202495,168344,6167,1120,12,36,204,227354,2001,45,385929,1372,580663,465346,106356,0,328159,18207,162464,24076,4872,5667,676,42854,119,114209,51447,651314,24260,7578,20188,395072,246,112043,110377,1055450,7897,893,4285,6729,2444,3382,7843,4461,10783,3631,7152,118667,1014,8911,199086,124707,138329,0,915756,34145,7208,263,542,164,196,1178,289456,404136
56,Uttarkashi,UTTARAKHAND,202426,75997,51245,418,4387,43442,563,353,1907,117264,161489,86889,39734,1861,73011,18882,36136,29106,24989,324859,4664,10650,5986,6484,32005,12124,13397,19802,4101,3122,121209,1353,1637,4104,602,8373,4046,60008,43020,1794,882,40344,29400,924,52621,83896,74,215126,213460,18920,19107,28531,21374,1265,5884,1367,2743,530,53576,7,724,128367,10524,168597,128237,40833,1651,84265,28909,44218,9723,1844,2229,292,10388,93,47640,3554,172810,30422,36757,981,32503,105,55125,8431,330086,5,73,23,55,32,19,23,4,199,133,66,46625,411,112148,80567,30901,167,3512,297356,356,6485,28,543,18,113,3546,9061,157276
57,Chamoli,UTTARAKHAND,229715,93182,67873,835,3845,47447,190,428,1960,121157,197614,125161,39599,6239,87108,27168,46547,45572,32557,385818,7399,15991,8592,10683,45109,17370,17056,21857,2808,5384,186340,861,2516,5582,899,17641,2311,80492,59079,4217,1482,53380,46579,956,71524,61950,11,280556,293196,21344,32596,31825,27853,967,6637,847,1940,592,73654,9,537,115115,10016,193991,155395,39718,6021,93832,65825,54317,10328,1350,1536,166,19584,20,67519,4395,210665,39218,38880,2367,50554,23,72625,11202,391605,8,78,26,61,35,39,48,9,273,158,115,68435,417,163434,79317,47703,323,12260,355146,467,3277,7,944,109,164,19163,22906,180940
58,Rudraprayag,UTTARAKHAND,141848,54979,44986,472,3200,30562,9,171,968,83155,127696,79130,24094,169,60693,15096,29977,28272,21131,240170,4149,9215,5066,6375,27832,10768,10689,14232,2213,2112,117159,432,1111,3082,418,9107,1529,49793,40057,2615,891,36551,29622,368,49182,45428,4,170933,191038,15559,21796,16137,19859,1192,2601,447,641,505,47111,4,545,78950,4194,114589,91803,23585,217,52339,34082,33151,7956,1403,1706,233,10679,70,44605,1486,129253,23515,24804,440,24565,44,49362,3375,242285,0,50,14,34,20,24,24,0,156,93,63,50288,363,112705,47679,28916,38,386,236466,263,2621,3,977,40,259,13479,4454,113032
59,Tehri Garhwal,UTTARAKHAND,368324,139371,109998,1238,8129,72163,32,656,3340,187121,320945,180588,51759,416,139621,30704,78515,74477,58434,609835,11735,25032,13297,15568,65081,24468,25045,36001,7380,4021,254236,3876,4324,7831,1366,17689,9697,124900,98205,5447,2164,90594,68294,2895,117239,133013,91,407994,436261,40050,50396,43048,50929,7511,6619,2673,8444,2113,103160,49,1499,165912,19849,297986,227406,50371,459,140821,114530,82854,19145,3984,4848,694,26647,170,95417,7374,338489,54979,58038,2073,81171,109,114292,13655,618931,10,129,41,98,57,61,72,11,433,255,178,103462,544,227059,102130,74008,290,875,569274,743,6742,11,1097,47,151,16059,27177,280442
60,Dehradun,UTTARAKHAND,968517,446046,276280,5851,38195,142130,11778,13416,9840,77176,804495,557290,108471,53399,123934,247622,283844,278971,187700,1424916,12707,38036,25329,41531,184579,77983,65065,78677,21408,22992,497638,129863,48070,71199,25862,39363,152009,298845,278318,44806,16106,217406,260368,54967,310726,296538,5117,1259506,1287492,22167,39008,261525,233705,42436,2934,1331,685,1085,273226,6585,352,488161,6035,892199,702216,120430,58264,458834,94607,224771,45981,10922,13503,2027,38445,554,240639,202057,1113926,38856,39141,26644,444405,217,244843,59501,1696694,215,218,223,391,168,143,251,108,1273,614,659,236027,2739,228245,228901,206730,36454,111663,1584030,2350,13102,131,3554,2015,2400,29293,269393,582768
61,Garhwal,UTTARAKHAND,380765,160183,145445,878,13715,91101,58,2161,2803,150607,360442,232741,62519,1041,126779,52076,104175,89437,74219,660507,17932,36860,18928,22297,83182,31946,28939,36058,5588,5635,316462,13681,4874,12670,2633,34536,15468,152778,113779,9643,4149,99987,99662,4891,143963,123071,212,494889,538089,31118,72086,58484,70551,6613,9139,1157,2444,1889,138948,1998,399,164439,14629,326829,262148,59842,1174,147373,109713,95157,16752,2574,2978,342,46801,62,111671,22931,413119,57513,70651,5638,104195,51,135939,19047,687271,20,143,48,114,66,78,94,16,532,297,235,107794,732,279682,122361,95590,619,2215,661160,902,8527,40,2010,191,339,24937,36780,274152
62,Pithoragarh,UTTARAKHAND,273494,116749,92517,679,5432,63591,185,1401,2317,137332,244133,155927,60267,9977,102951,28375,58037,61543,42086,475105,8519,20690,12171,17126,63782,25002,21654,24650,2420,6055,209943,1600,3008,7932,1344,20473,6136,102955,67332,5112,3628,58592,58954,2037,95421,88036,13,345550,371448,24590,40377,46575,45365,5118,9189,2067,1161,1784,88949,16,1194,145481,14201,239306,189623,60111,9558,113539,71009,67738,13607,1440,1573,117,28624,16,90983,6015,266949,53505,48784,2237,67671,30,94192,14522,483439,8,105,38,85,47,51,66,15,366,217,149,87585,430,183687,120378,56591,260,19535,459484,631,5444,16,1952,76,120,19385,26256,216490
63,Bageshwar,UTTARAKHAND,147488,60569,51672,169,8985,38113,102,397,1651,85125,135572,81937,36438,1011,64930,10900,28198,31604,20785,257509,3750,9350,5600,7598,31288,12246,11444,15087,1987,2991,99911,975,1149,3595,435,12012,2005,51297,35364,1561,823,32980,25873,544,47083,49539,7,179483,199825,15919,27478,14315,13352,1888,4948,983,613,1153,45834,31,869,78085,7697,124326,97546,35623,971,58708,45553,35989,9278,1294,1467,150,10978,23,50340,1440,136260,29514,25351,675,26537,16,53896,3013,259898,0,53,15,36,21,26,26,0,167,99,68,47788,381,96031,72061,31224,46,1982,249364,281,2582,6,1274,156,337,10124,3880,123638
